name,rating,rating_values,reviews,jobs,interviews
Varthana,4.0,"Company Culture, Work Life Balance, Salary & Benefits",620,20,46
FCC Clutch,3.9,"Work Life Balance, Job Security",620,--,44
Vikram Solar,3.6,"Promotions / Appraisal, Company Culture, Work Satisfaction",620,11,38
Impetus Technologies,3.3,"Work Satisfaction, Promotions / Appraisal, Company Culture",620,43,113
Hetero Healthcare,3.6,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",618,6,35
RealPage,3.6,"Promotions / Appraisal, Job Security, Work Satisfaction",618,10,77
Tecnimont,3.9,"Job Security, Salary & Benefits",618,65,42
Gainwell Commosales,4.1,"Job Security, Skill Development / Learning, Company Culture",617,6,45
Ebixcash Global Services,3.2,"Promotions / Appraisal, Salary & Benefits, Company Culture",617,--,57
Turbo Energy,4.2,"Work Satisfaction, Skill Development / Learning, Company Culture",616,--,24
Trigent Software,3.4,"Job Security, Promotions / Appraisal, Skill Development / Learning",616,4,79
Suroj Buildcon,4.1,"Company Culture, Job Security, Salary & Benefits",616,4,33
Manjushree Technopack,3.5,"Promotions / Appraisal, Company Culture, Work Satisfaction",616,6,44
Careon Healthcare Solutions,3.8,"Company Culture, Work Life Balance, Job Security",631,--,9
Danfoss Industries,3.9,"Work Life Balance, Company Culture",615,24,43
Avalon Technologies,3.8,"Skill Development / Learning, Job Security",615,13,42
TVS Eurogrip,3.6,"Promotions / Appraisal, Company Culture, Job Security",615,--,32
UKB Electronics Limited,3.6,"Company Culture, Work Satisfaction, Job Security",615,4,51
TDS Lithium-Ion Battery,4.2,"Company Culture, Work Life Balance, Skill Development / Learning",614,--,93
Hitachi Systems Micro Clinic,4.0,"Work Life Balance, Job Security, Company Culture",613,3,31
Suraksha Diagnostic,3.7,Skill Development / Learning,613,13,48
Varun Motors,3.8,Job Security,613,2,23
Shivam Autotech,3.6,Skill Development / Learning,612,--,37
NetConnectGlobal,3.1,"Promotions / Appraisal, Job Security, Skill Development / Learning",612,123,32
Reliance Jewels,3.9,"Job Security, Company Culture, Skill Development / Learning",612,--,37
Global Healthcare Billing Partners,3.4,"Promotions / Appraisal, Company Culture, Work Satisfaction",612,68,45
Sir H. N. Reliance Foundation Hospital and Research,4.3,"Skill Development / Learning, Job Security, Salary & Benefits",613,31,164
Sapphire Foods India,3.8,Skill Development / Learning,610,23,36
Geojit Financial Services,3.4,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",611,11,53
Kajaria Ceramics,3.9,"Work Life Balance, Salary & Benefits",610,--,32
Pyramid IT Consulting,3.0,"Promotions / Appraisal, Job Security, Skill Development / Learning",610,2,27
Finova Capital,3.8,Salary & Benefits,612,4,28
Pyramid IT Consulting,3.0,"Promotions / Appraisal, Job Security, Skill Development / Learning",610,2,27
Dr. Batras' Positive Health Clinic,3.8,"Promotions / Appraisal, Salary & Benefits",610,15,23
Emids Technologies Limited,3.6,"Job Security, Promotions / Appraisal, Work Satisfaction",609,36,49
ACKO,3.5,"Promotions / Appraisal, Job Security, Skill Development / Learning",609,25,60
Netmeds.com,3.8,Work Life Balance,609,--,48
BDO RISE Private Limited,3.6,"Promotions / Appraisal, Salary & Benefits",609,18,77
Airports Authority of India,4.2,"Work Life Balance, Work Satisfaction, Job Security",608,--,48
Suma Soft,3.5,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",608,21,52
Collegedunia,3.0,"Job Security, Promotions / Appraisal, Work Satisfaction",609,26,116
Okaya Power,3.8,Promotions / Appraisal,609,9,41
CSM Technologies,4.0,"Work Life Balance, Work Satisfaction, Job Security",608,37,34
ThoughtWorks,3.9,"Work Life Balance, Company Culture, Skill Development / Learning",608,3,171
Maharashtra Seamless,3.5,Job Security,607,2,60
Annalect,3.4,"Promotions / Appraisal, Job Security, Work Satisfaction",607,--,82
Shriram Automall,4.0,"Work Life Balance, Job Security, Company Culture",606,--,47
Kaizen IT Services,3.9,"Work Life Balance, Company Culture, Work Satisfaction",607,--,37
Revolut,2.6,Salary & Benefits,607,--,116
Monte Carlo,4.2,"Salary & Benefits, Work Life Balance, Company Culture",606,--,33
Nucleus Software Exports,3.4,Job Security,606,15,46
IRB Infrastructure,3.9,Work Life Balance,606,27,28
Chaitanya India Fin Credit,4.0,"Company Culture, Skill Development / Learning, Work Life Balance",606,--,35
Sigma Engineered Solutions,3.9,"Company Culture, Skill Development / Learning, Work Life Balance",606,--,30
National Stock Exchange of India,3.6,Job Security,605,6,54
Becton Dickinson,4.0,"Company Culture, Work Life Balance, Job Security",605,149,35
Gestamp,3.6,"Promotions / Appraisal, Company Culture, Work Satisfaction",605,11,23
IDBI Intech Limited,3.3,Job Security,604,3,54
Sasken,3.6,"Promotions / Appraisal, Job Security, Work Satisfaction",604,52,90
ITC Limited Foods Division,3.9,Job Security,604,--,73
Ongc Petro Additions,4.0,"Job Security, Work Life Balance, Company Culture",604,--,35
SOLAR INDUSTRIES INDIA,3.7,Job Security,603,16,70
MothersonSumi INfotech & Designs,3.4,Job Security,603,5,37
Dhani Services,3.7,"Job Security, Promotions / Appraisal",603,--,22
Holiday Inn,4.0,"Job Security, Skill Development / Learning, Work Life Balance",602,--,16
Sintex Industries,4.0,"Job Security, Company Culture, Work Life Balance",602,3,24
Royal Caribbean International,4.2,"Salary & Benefits, Company Culture, Skill Development / Learning",602,--,31
Central Reserve Police Force,4.6,"Job Security, Salary & Benefits, Company Culture",603,--,9
Aster Dm Healthcare,3.6,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",602,171,55
Sl Lumax,3.4,"Work Life Balance, Promotions / Appraisal, Company Culture",602,6,30
HDFC Asset Management Company,4.1,"Job Security, Work Life Balance, Company Culture",601,--,44
Polaris Consulting,4.1,"Job Security, Work Life Balance, Skill Development / Learning",601,3,33
Family Health Plan,3.7,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",601,3,45
Mavenir Systems,3.3,"Promotions / Appraisal, Job Security, Company Culture",601,8,61
Super Smelters,3.7,Skill Development / Learning,601,3,42
ShareChat,3.6,Salary & Benefits,600,6,86
Cyfuture,3.0,"Promotions / Appraisal, Salary & Benefits, Company Culture",600,24,108
BT E Serv,3.9,"Work Life Balance, Company Culture, Job Security",600,--,54
Fiem Industries,3.6,Salary & Benefits,600,--,27
Carnival Cruise Lines,4.2,"Company Culture, Work Life Balance, Work Satisfaction",600,--,23
Jain Irrigation Systems,3.7,Job Security,599,--,31
Einfochips,3.5,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",599,134,76
Agrostar,4.0,"Company Culture, Skill Development / Learning",599,19,63
Hamilton Housewares,3.8,Work Life Balance,600,15,40
Vedanta Limited,3.8,Salary & Benefits,599,--,53
Royaloak Incorporation,3.7,"Job Security, Promotions / Appraisal, Company Culture",599,20,39
Columbia Asia,4.6,"Company Culture, Skill Development / Learning, Work Life Balance",599,--,19
Finastra,3.7,"Work Life Balance, Company Culture",598,28,57
Wissen Technology,3.7,Promotions / Appraisal,598,103,190
Sanghi Industries,4.0,"Work Life Balance, Skill Development / Learning",597,--,77
InsuranceDekho,3.5,"Promotions / Appraisal, Job Security, Work Life Balance",597,27,81
Grab A Grub Services,3.9,Work Life Balance,597,--,35
Renovision Automation Services,3.3,"Promotions / Appraisal, Salary & Benefits, Company Culture",596,50,24
Godrej Industries,4.1,"Job Security, Company Culture, Work Life Balance",596,182,56
Medcode,4.0,"Skill Development / Learning, Company Culture, Work Satisfaction",596,11,13
Matrimonialsindia,4.9,"Company Culture, Work Life Balance, Work Satisfaction",596,4,13
Serum Institute of India,4.2,"Job Security, Salary & Benefits, Work Life Balance",595,1,41
Sudarshan Chemical Industries,3.9,"Skill Development / Learning, Work Life Balance",595,--,33
Ugam Solution,3.6,Job Security,595,12,51
BMC Software,4.0,"Work Life Balance, Company Culture, Salary & Benefits",593,71,52
Finolex Industries,3.6,"Promotions / Appraisal, Skill Development / Learning, Company Culture",594,2,47
Sapiens,3.1,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",592,--,66
Cashify,3.8,Work Life Balance,593,5,50
Kirloskar Ferrous Industries,3.6,Job Security,592,2,31
Schwing Stetter,3.9,Job Security,592,116,45
Maxicus,4.0,"Company Culture, Work Life Balance, Job Security",592,8,134
Jubilant Agri and Consumer Products,4.0,"Salary & Benefits, Work Life Balance, Company Culture",590,--,37
Bridge & Roof Co,3.5,"Promotions / Appraisal, Company Culture, Work Life Balance",590,--,27
Belstar Microfinance,4.0,"Work Life Balance, Company Culture, Work Satisfaction",589,--,40
Jayaswal Neco Industries,4.0,"Job Security, Work Life Balance, Skill Development / Learning",589,1,36
Action Tesa,3.8,"Promotions / Appraisal, Salary & Benefits",588,5,43
CSG International,3.5,"Promotions / Appraisal, Job Security, Skill Development / Learning",587,--,58
Blackberrys,3.7,"Job Security, Promotions / Appraisal",587,8,33
Blackrock,3.5,"Promotions / Appraisal, Work Satisfaction, Company Culture",587,--,119
VDA Infosolutions,3.8,Job Security,587,3,53
Toyoda Gosei Minda,4.2,"Job Security, Company Culture, Work Life Balance",586,--,32
AVTEC,3.5,"Job Security, Promotions / Appraisal, Salary & Benefits",586,8,26
Nspira Management Services,3.7,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",586,10,37
DHL Global Forwarding,4.0,"Work Life Balance, Job Security, Company Culture",586,5,39
Kellogg,4.2,"Company Culture, Work Life Balance, Job Security",586,--,30
Medley Pharmaceuticals,3.9,"Work Life Balance, Company Culture, Job Security",586,22,38
Vedang Cellular Services,3.8,Salary & Benefits,585,1,30
Bharat Biotech International,3.1,"Promotions / Appraisal, Company Culture, Work Satisfaction",585,4,62
Heidelberg Cement,4.1,"Work Life Balance, Job Security, Company Culture",585,1,35
DealShare,3.5,"Job Security, Company Culture, Promotions / Appraisal",585,--,41
Excitel Broadband,3.6,"Promotions / Appraisal, Job Security, Company Culture",584,1,57
Mrs Bector's Food Specialities,3.9,"Promotions / Appraisal, Company Culture",585,6,30
Saudi Aramco,4.5,"Company Culture, Work Life Balance, Salary & Benefits",583,--,60
Hpl Electric & Power,3.7,"Promotions / Appraisal, Skill Development / Learning",583,10,69
IKEA,4.0,"Work Life Balance, Company Culture, Salary & Benefits",582,--,49
United Colors of Benetton,4.3,"Company Culture, Work Life Balance, Skill Development / Learning",583,1,23
IKEA,4.0,"Work Life Balance, Company Culture, Salary & Benefits",582,--,49
IDP Education Limited,3.6,Work Life Balance,581,17,68
Myk Laticrete,4.0,"Salary & Benefits, Work Life Balance, Job Security",581,23,25
EaseMyTrip.com,4.0,"Work Life Balance, Company Culture, Work Satisfaction",581,63,67
Affinity Express,2.9,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",580,--,38
Inspira Enterprise India Limited,3.6,"Promotions / Appraisal, Company Culture, Work Satisfaction",580,8,50
Ofbusiness,3.0,"Job Security, Work Life Balance, Company Culture",581,74,50
Vadilal Industries,4.1,"Work Life Balance, Job Security, Company Culture",581,9,35
Coal India,4.0,"Job Security, Salary & Benefits, Work Life Balance",579,--,52
PTC,4.2,"Work Life Balance, Company Culture, Job Security",578,129,69
Consulting Engineers Group,4.1,"Work Life Balance, Company Culture, Work Satisfaction",578,1,47
Pathkind Diagnostics Private Limited,4.0,"Skill Development / Learning, Company Culture, Work Life Balance",578,6,53
EdgeVerve Systems,3.3,Job Security,577,74,67
Anmol Industries,3.9,Work Life Balance,577,--,64
Micromax Informatics,3.9,Work Life Balance,576,--,22
Hilton,4.1,"Company Culture, Job Security, Skill Development / Learning",576,305,27
Quest Retail Private Limited,4.1,"Work Life Balance, Skill Development / Learning, Company Culture",576,1,15
BEML,3.8,Job Security,575,--,28
APL Apollo Tubes,4.0,"Skill Development / Learning, Salary & Benefits, Company Culture",575,8,49
Pamac Finserve,3.2,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",575,1,31
SIS Prosegur Holdings,3.4,"Promotions / Appraisal, Salary & Benefits, Company Culture",576,6,19
Efs Facilities Services,3.7,"Promotions / Appraisal, Salary & Benefits",574,23,31
Wood Group,3.8,"Work Life Balance, Salary & Benefits",574,45,67
Gandhi Automations,4.0,"Job Security, Salary & Benefits, Promotions / Appraisal",573,14,39
Jubilant Generics,3.9,"Work Life Balance, Salary & Benefits",573,--,20
Eli Lilly and Company,3.4,"Promotions / Appraisal, Work Satisfaction, Company Culture",573,77,81
Sterling Oil Exploration & Energy Production,3.6,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",573,3,68
Jindal Poly Films,3.6,"Promotions / Appraisal, Job Security, Company Culture",572,--,39
Hettich,3.7,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",572,3,42
Cvent,3.2,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",572,163,101
GAMMON INDIA,3.7,Promotions / Appraisal,572,--,31
Ascent HR Technologies Private Limited,3.7,Skill Development / Learning,570,11,43
Maharashtra State Electricity Distribution Company,4.2,"Company Culture, Skill Development / Learning, Work Life Balance",570,--,24
Accion Labs,3.5,"Promotions / Appraisal, Job Security, Work Satisfaction",570,64,81
Army Public School,4.0,"Skill Development / Learning, Salary & Benefits, Work Life Balance",571,--,41
AVEVA,4.0,"Work Life Balance, Company Culture, Work Satisfaction",570,44,30
Dr. Reddy's Foundation,3.7,Promotions / Appraisal,569,29,54
Varindera Constructions,4.4,"Salary & Benefits, Company Culture, Work Life Balance",570,7,48
Kaar Tech,4.2,"Job Security, Skill Development / Learning, Company Culture",570,6,195
AVIOM,4.0,"Work Life Balance, Salary & Benefits, Work Satisfaction",569,1,31
Axiscades,3.1,"Promotions / Appraisal, Salary & Benefits, Company Culture",569,3,61
Amway India Enterprises,4.1,"Work Life Balance, Company Culture, Salary & Benefits",568,2,18
Fenesta Building Systems,4.1,"Job Security, Skill Development / Learning, Company Culture",567,19,38
HBL Power Systems,4.0,Work Life Balance,567,4,33
Crystal Crop Protection,3.8,Promotions / Appraisal,567,--,24
WayCool Foods and Products,3.4,"Job Security, Promotions / Appraisal, Company Culture",566,--,42
Aurionpro Solutions,3.5,"Promotions / Appraisal, Skill Development / Learning, Company Culture",566,12,36
NLC India Limited,4.4,"Work Life Balance, Job Security, Company Culture",567,--,29
PayU Payments,3.3,"Promotions / Appraisal, Job Security, Work Satisfaction",566,121,66
Pinnacle Infotech,3.4,Job Security,565,19,61
TSYS|Total System Services,4.1,"Work Life Balance, Company Culture, Salary & Benefits",565,28,67
Apitoria Pharma,4.2,"Job Security, Work Life Balance, Company Culture",565,5,38
Colt Technology Services,4.2,"Work Life Balance, Company Culture, Work Satisfaction",565,4,25
PureSoftware,3.0,"Job Security, Promotions / Appraisal, Skill Development / Learning",564,44,66
Perficient,3.7,Work Life Balance,564,16,46
Lulu International Shopping Mall,3.7,Job Security,564,--,42
Dishman Carbogen Amcis,3.5,"Promotions / Appraisal, Job Security, Company Culture",560,39,36
The Saraswat Co-operative Bank,3.2,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",563,5,26
SoftAge Information Technology,3.6,"Promotions / Appraisal, Job Security",563,7,22
Kiya.ai,3.7,Promotions / Appraisal,565,201,51
Orra Fine Jewellery,3.5,"Company Culture, Work Satisfaction, Job Security",563,52,48
Damco Solutions,3.6,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",562,12,44
Capital Numbers Infotech,4.2,"Work Life Balance, Company Culture, Work Satisfaction",562,24,45
Motilal Oswal Wealth Management,4.4,"Skill Development / Learning, Company Culture, Work Satisfaction",560,20,41
Prochant,3.9,"Company Culture, Work Life Balance, Skill Development / Learning",560,34,67
Avaada Group,4.2,"Job Security, Work Life Balance, Salary & Benefits",560,82,53
Country Delight,3.8,Salary & Benefits,560,4,42
Alcon,3.8,"Work Life Balance, Salary & Benefits",560,58,42
Baker Hughes,4.1,"Work Life Balance, Company Culture, Work Satisfaction",559,46,65
HashedIn by Deloitte,4.0,"Job Security, Company Culture, Skill Development / Learning",559,2,140
Expleo Group,3.4,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",559,41,47
Levi Strauss & Co.,4.2,"Company Culture, Work Life Balance, Work Satisfaction",559,20,30
United Spirits,4.1,"Skill Development / Learning, Salary & Benefits, Company Culture",558,4,14
Mr Cooper,4.0,"Job Security, Company Culture, Work Life Balance",558,19,108
J K Fenner,3.9,Promotions / Appraisal,558,6,34
